,Area_sq.ft,Price,Price_per_sq.ft,Locality,Booking_start,Agent_Name,Direction,parking,Type_BHK,Type_Of_House
291,1488,176.0,11875,Narsingi        ,17,Uday Rao,west,Yes,3BHK,Apartment
292,1960,227.0,11625,Puppalaguda        ,17,Rohan Mehta,east,Yes,3BHK,Apartment
293,2464,224.00000000000003,9125,Manchirevula        ,17,Rohan Choudhury,east,No,3BHK,Apartment
294,1980,284.0,14375,Kondapur        ,5,Elite Properties,east,Yes,3BHK,Apartment
295,1204,173.0,14375,Kondapur        ,5,Elite Properties,east,No,2BHK,Apartment
296,1800,49.0,2722,Burgul        ,9,Asha,north east,UnKnown,Plot,Plot
297,1323,12.49,944,Warangal highway        ,3,sravana,east,UnKnown,Plot,Plot
298,1240,58.26,4699,Tukkuguda        ,11,Raju,east,No,2BHK,Apartment
299,3600,495.0,13750,Kollur        ,17,Aaradhya Singh,north east,UnKnown,Plot,Plot
300,920,82.0,8913,Chanda Nagar        ,4,Asha,east,Yes,2BHK,Apartment
301,1179,47.74,4050,APHB Colony-Moula Ali        ,2,Adithi,north east,Yes,2BHK,Apartment
302,1495,154.0,10338,Nandagiri Hills        ,10,Kamal Pillai,north,Yes,2BHK,Apartment
303,1087,53.1,4885,Nallagandla        ,31,Deepak Dubey,east,Yes,2BHK,Apartment
304,2575,261.0,10172,Deluxe Colony        ,10,Anirudh,east,Yes,3BHK,Apartment
305,4518,1000.0,22134,Kollur        ,17,Madhusri Desai,east,UnKnown,Plot,Plot
306,4400,605.0,13750,Kollur        ,17,Nishu Mehta,east,UnKnown,Plot,Plot
307,960,45.0,4688,Adibatla        ,11,Lakshmi Reddy,east,No,2BHK,Apartment
308,3166,540.0,17056,Gachibowli        ,12,Ravi Popuri(PRKS),east,No,4BHK,Apartment
309,1320,36.75,2784,Burgul        ,9,Asha,east,UnKnown,Plot,Plot
310,1600,190.0,11875,Hafeezpet        ,10,Sivashanakar,east,No,3BHK,Apartment
311,10890,49.99,459,Tukkuguda        ,30,satyabonala,east,UnKnown,Plot,Plot
312,1290,96.73,7499,Gopanpally        ,2,subrahmanyam,east,No,2BHK,Apartment
313,960,56.0,5833,Ameenpur        ,6,Yadavalligopi,east,Yes,2BHK,Apartment
314,1800,50.0,2778,Kandi        ,3,venkat,north,UnKnown,Plot,Plot
315,1647,29.28,1778,Sultanpur        ,3,Mazhar Ullah,east,UnKnown,Plot,Plot
316,1485,41.0,2761,Shadnagar        ,9,Asha,north,UnKnown,Plot,Plot
317,1350,25.0,1852,Kandi        ,9,Asha,east,UnKnown,Plot,Plot
318,1120,63.0,5625,Gajularamaram        ,2,boorlaravinder108,east,No,2BHK,Apartment
319,1614,98.0,6072,Bowrampet        ,2,boorlaravinder108,east,Yes,3BHK,Apartment
320,1320,93.0,7045,Nizampet        ,2,boorlaravinder108,south,No,3BHK,Apartment
321,1084,81.0,7472,Bachupally        ,2,boorlaravinder108,north,No,2BHK,Apartment
322,1890,141.0,7499,Gopanpally        ,2,subrahmanyam,east,Yes,3BHK,Apartment
323,1690,126.0,7499,Gopanpally        ,2,subrahmanyam,east,Yes,3BHK,Apartment
324,1320,96.0,7273,Nizampet        ,2,boorlaravinder108,north east,No,3BHK,Apartment
325,1790,134.0,7499,Gopanpally        ,2,subrahmanyam,east,Yes,3BHK,Apartment
326,1120,65.0,5804,Gajularamaram        ,2,boorlaravinder108,north,Yes,2BHK,Apartment
327,1084,84.0,7749,Bachupally        ,2,boorlaravinder108,north east,Yes,2BHK,Apartment
328,1614,101.0,6258,Bowrampet        ,2,boorlaravinder108,east,Yes,3BHK,Apartment
329,1418,185.0,13047,Miyapur        ,10,svenkatreddy,south,Yes,3BHK,Apartment
330,1647,29.28,1778,Sultanpur        ,3,Mazhar Ullah,north east,UnKnown,Plot,Plot
331,1370,89.02,6498,Ameenpur        ,17,Anaya Mehta,north east,Yes,3BHK,Apartment
332,3893,385.0,9890,HMT Officers Colony        ,10,Kareena,east,Yes,4BHK,Villa
333,1625,107.0,6600,KPHB Phase 7        ,19,Sonal,east,Yes,3BHK,Apartment
334,1368,190.0,13889,Koti        ,11,Apurv Reddy,east,Yes,2BHK,Villa
335,1833,120.0,6600,KanchanBagh 1        ,2,G Veera Venkata Rao,east,Yes,3BHK,Apartment
336,1197,17.29,1444,Shadnagar        ,2,Ameer Basha,north,UnKnown,Plot,Plot
337,1593,51.33,3222,Ambedkar Nagar-Nadergul        ,2,Ameer Basha,east,UnKnown,Plot,Plot
338,2000,186.0,9349,Ganesh Nagar-Borabanda        ,2,Vikram Surendranath,north east,No,3BHK,Apartment
339,1999,138.0,6930,Gangaram        ,2,Priyanka,east,Yes,3BHK,Apartment
340,1485,26.4,1778,Shadnagar        ,23,Avvaru Yedukondalu,east,UnKnown,Plot,Plot
341,1485,26.4,1778,Sadashivpet        ,15,Avvaru Yedukondalu,north east,UnKnown,Plot,Plot
342,1800,42.0,2333,Kandi        ,10,Asha,east,UnKnown,Plot,Plot
343,2700,105.0,3889,Shankarpalli        ,3,Homely Living,east,UnKnown,Plot,Plot
344,1800,46.59,2589,Sadashivpet        ,3,Kamireddy vasudeva,north east,UnKnown,Plot,Plot
345,1800,46.59,2589,Shadnagar        ,3,Kamireddy vasudeva,east,UnKnown,Plot,Plot
346,1350,34.94,2589,Shadnagar        ,3,Kamireddy vasudeva,east,UnKnown,Plot,Plot
347,2250,58.24,2589,Shadnagar        ,3,Kamireddy vasudeva,east,UnKnown,Plot,Plot
348,1647,64.05,3889,Shankarpalli        ,3,Homely Living,east,UnKnown,Plot,Plot
349,1350,34.94,2589,Sadashivpet        ,3,Kamireddy vasudeva,east,UnKnown,Plot,Plot
350,1620,41.93,2589,Shadnagar        ,3,Kamireddy vasudeva,east,UnKnown,Plot,Plot
351,1620,41.93,2589,Shadnagar        ,3,Kamireddy vasudeva,north,UnKnown,Plot,Plot
352,2196,54.9,2500,Adibatla        ,3,Ravula Jagannath,east,UnKnown,Plot,Plot
353,1863,46.57,2500,Adibatla        ,3,Ravula Jagannath,north,UnKnown,Plot,Plot
354,1593,38.94,2444,Adibatla        ,3,Ravula Jagannath,east,UnKnown,Plot,Plot
355,1620,41.93,2589,Sadashivpet        ,3,Kamireddy vasudeva,east,UnKnown,Plot,Plot
356,2250,58.24,2589,Sadashivpet        ,3,Kamireddy vasudeva,north east,UnKnown,Plot,Plot
357,1540,189.0,12273,Kondapur        ,13,Ramana,east,Yes,3BHK,Apartment
358,2754,50.49,1833,Kadthal        ,4,LAKSHMAREDDY,east,UnKnown,Plot,Plot
359,3303,60.55,1833,Kadthal        ,4,LAKSHMAREDDY,east,UnKnown,Plot,Plot
360,1800,64.0,3556,Srisailam Highway        ,3,venkat,east,UnKnown,Plot,Plot
361,1503,43.42,2889,Hyderabad Mumbai Highway        ,21,vanivas1017,east,UnKnown,Plot,Plot
362,1509,80.6,5342,Bolaram Nagar        ,19,Suryawanshi,east,No,3BHK,Apartment
363,805,26.1,3243,Gangaram        ,17,Suraj Singh,east,Yes,1BHK,Apartment
364,2010,143.0,7149,Saleem Nagar Colony        ,17,Kunal Sharma,east,Yes,4BHK,Apartment
365,3303,60.55,1833,Kadthal        ,4,LAKSHMAREDDY,east,UnKnown,Plot,Plot
366,1899,34.81,1833,Kadthal        ,4,LAKSHMAREDDY,east,UnKnown,Plot,Plot
367,1850,191.0,10371,KPHB        ,7,Ramana,north east,Yes,3BHK,Apartment
368,1000,82.0,8200,Kompally        ,10,svenkatreddy,east,Yes,2BHK,Apartment
369,1502,90.0,5992,Bowrampet        ,2,Kiran,east,Yes,3BHK,Apartment
370,2264,226.0,9999,Kollur        ,10,svenkatreddy,east,Yes,4BHK,Villa
371,1250,66.42,5314,Adibatla        ,2,Narendra Patel,west,No,3BHK,Apartment
372,920,80.0,8696,Chanda Nagar        ,2,Kiran Rao,east,Yes,2BHK,Apartment
373,920,82.0,8913,Chanda Nagar        ,2,Nitikarsh Sinha,east,Yes,2BHK,Apartment
374,1123,115.0,10240,Serilingampally        ,2,Gaurav Chaudhary,east,No,3BHK,Apartment
375,1040,58.5,5625,Vanasthalipuram        ,2,Vijay Desai,north east,Yes,3BHK,Apartment
376,940,49.93,5313,Adibatla        ,2,Puja Kumar,east,Yes,2BHK,Apartment
377,800,50.0,6250,Hayat Nagar        ,2,Zufeshan Joshi,east,Yes,2BHK,Apartment
378,992,52.7,5313,Adibatla        ,2,Nimisha Jain,east,No,2BHK,Apartment
379,880,46.75,5313,Adibatla        ,2,Ritika Patel,east,Yes,2BHK,Apartment
380,880,47.3,5375,Bongloor        ,11,Lakshmi Reddy,west,Yes,2BHK,Apartment
381,1800,54.0,3000,Kandi        ,17,Shreya Desai,east,UnKnown,Plot,Plot
382,1467,22.82,1556,Vijayawada Highway        ,17,Omkant Jain,north east,UnKnown,Plot,Plot
383,1323,12.49,944,Warangal highway        ,17,Palak Desai,east,UnKnown,Plot,Plot
384,1999,138.0,6930,Prasanth Nagar-Miyapur        ,2,Fayaq,east,Yes,3BHK,Apartment
385,2000,176.0,8800,Bapu Nagar-Habsiguda        ,2,Jdmohta,east,Yes,3BHK,Apartment
386,2178,104.0,4783,Kapra        ,2,Debashree Mohanty,east,Yes,3BHK,Apartment
387,2255,202.0,9000,Sai Valmiki Nagar        ,2,Sunil R,east,Yes,3BHK,Apartment
388,2000,152.0,7649,Anjaneya Nagar        ,2,Amit Kalra,east,No,3BHK,Apartment
389,2300,258.0,11252,Film Nagar        ,2,Janasamruddhi,east,Yes,3BHK,Apartment
390,1884,177.0,9395,Tellapur        ,8,SR Reddy,east,Yes,3BHK,Apartment
391,1700,93.5,5500,Gulzar Nagar        ,2,Ajay Nagariya,east,Yes,3BHK,Apartment
392,1009,61.93,6139,Beeramguda        ,31,Nikhil Bhardwaj,north,Yes,2BHK,Apartment
393,1466,98.98,6752,Padala Ramareddy Colony        ,24,Vasudha Kumar,east,Yes,3BHK,Apartment
394,1000,86.25,8625,Moti Nagar        ,17,Dhruv Patel,west,Yes,3BHK,Apartment
395,2178,104.0,4783,Adarsh Naga Colony-Kapra        ,2,Rangaswamy D,east,No,3BHK,Apartment
396,2071,102.0,4950,Dandamudi Enclave        ,2,Jithendranayaka,east,Yes,3BHK,Apartment
397,2000,152.0,7649,Vinayakarao Nagar        ,2,Ajay Dhingra,north east,Yes,3BHK,Apartment
398,2045,110.0,5400,Narsingi        ,2,Chaith,east,Yes,3BHK,Apartment
399,2223,90.03,4050,Mallampet        ,2,Girish,east,No,3BHK,Apartment
400,1999,113.0,5670,Muzaffar Ahmad Nagar        ,2,Sekhar,south,Yes,3BHK,Apartment
401,1350,21.0,1556,Vijayawada Highway        ,17,Pallavi Malhotra,north east,UnKnown,Plot,Plot
402,1485,42.9,2889,Kongara Kalan        ,17,Ahad Kumar,east,UnKnown,Plot,Plot
403,1000,75.3,7530,Bhogaram        ,17,Sharanya Singh,east,UnKnown,Plot,Plot
404,1485,42.9,2889,Nagarjuna Sagar Road        ,17,Priya Verma,east,UnKnown,Plot,Plot
405,1050,100.0,9601,Rajendra Nagar        ,7,Ramana,east,Yes,2BHK,Apartment
406,2000,144.0,7200,SC Railway Colony        ,2,Rajatranjanverma,east,Yes,3BHK,Apartment
407,2178,104.0,4783,Pragathi Nagar-A S Rao Nagar        ,2,Nitesh,south,Yes,3BHK,Apartment
408,2349,249.00000000000003,10624,Gopalnagar Society        ,2,Sneha,east,Yes,3BHK,Apartment
409,2300,258.0,11252,Al-Hamra Colony        ,2,Uma R Maheswari,east,No,3BHK,Apartment
410,2610,265.0,10169,Aziz Bagh Colony        ,2,Janardhangowda,east,Yes,3BHK,Apartment
411,2178,104.0,4783,Sri Sai Baba Officers Colony        ,2,Nisha,east,No,3BHK,Apartment
412,1999,138.0,6930,RTC Colony-Chanda Nagar        ,2,Panicker.Rc,east,Yes,3BHK,Apartment
413,2178,127.0,5845,Panchasheel Enclave-Sainikpuri        ,2,Santosh Raju,north east,Yes,3BHK,Apartment
414,2000,144.0,7200,Raghavendra Nagar-Nacharam        ,2,Satchiitarati,east,Yes,3BHK,Apartment
415,1999,138.0,6930,RTC Colony-Miyapur        ,2,Anitadiya,east,Yes,3BHK,Apartment
416,2000,144.0,7200,Gokul Nagar-Tarnaka        ,2,Lakshmi Narayan,east,Yes,3BHK,Apartment
417,2000,144.0,7200,North Lalaguda        ,2,Minal Sharma,east,Yes,3BHK,Apartment
418,2575,261.0,10172,Jai Hind Nagar Colony        ,2,Jinal,east,Yes,3BHK,Apartment
419,2085,126.0,6050,Gandi Maisamma X Road        ,2,Chraj,east,No,3BHK,Apartment
420,1112,105.0,9442,Tellapur        ,8,SR Reddy,south,Yes,2BHK,Apartment
421,1198,107.0,8998,NCB Enclave        ,11,Ms. Deepa,east,Yes,3BHK,Apartment
422,2138,72.85,3407,Gajularamaram        ,21,Javed,east,Yes,4BHK,Villa
423,1440,95.58,6638,NFC        ,24,Mitesh Bhatia,north east,Yes,3BHK,Apartment
424,818,42.96,5253,Patancheru        ,21,Garima Bhatia,east,Yes,2BHK,Apartment
425,2085,126.0,6050,Gandi Maisamma X Road        ,2,Chraj,east,Yes,3BHK,Apartment
426,2000,152.0,7649,Rana Pratap Nagar        ,2,Sandeep Agarwal,north,Yes,3BHK,Apartment
427,1999,138.0,6930,RTC Colony-Miyapur        ,2,Anitadiya,east,Yes,3BHK,Apartment
428,1800,16.0,889,Kadthal        ,17,Chirag Verma,east,UnKnown,Plot,Plot
429,1647,25.62,1556,Kadthal        ,17,Sameeksha Agarwal,north east,UnKnown,Plot,Plot
430,1800,52.0,2889,Nagarjuna Sagar Road        ,17,Shresth Srinivas,east,UnKnown,Plot,Plot
431,1500,26.0,1733,Kadthal        ,17,Aadhya Joshi,east,UnKnown,Plot,Plot
432,1647,47.58,2889,Nagarjuna Sagar Road        ,17,Ayushman Rao,east,UnKnown,Plot,Plot
433,1050,100.0,9601,Rajendra Nagar        ,7,Ramana,east,Yes,2BHK,Apartment
434,2223,90.03,4050,Mallampet        ,2,Girish,east,Yes,3BHK,Apartment
435,1999,113.0,5670,Muzaffar Ahmad Nagar        ,2,Sekhar,north east,Yes,3BHK,Apartment
436,2178,104.0,4783,Adarsh Naga Colony-Kapra        ,2,Rangaswamy D,north,Yes,3BHK,Apartment
437,1999,113.0,5670,Vishali Nagar-Chanda Nagar        ,2,Sushma P,north east,No,3BHK,Apartment
438,2045,110.0,5400,Narsingi        ,2,Chaith,east,Yes,3BHK,Apartment
439,1970,106.0,5400,Snehita Hills        ,2,Arind,north east,No,3BHK,Apartment
440,2000,152.0,7649,Vinayakarao Nagar        ,2,Ajay Dhingra,west,Yes,3BHK,Apartment
441,2071,102.0,4950,Dandamudi Enclave        ,2,Jithendranayaka,east,Yes,3BHK,Apartment
442,2349,204.0,8692,KPHB Phase 7        ,2,Prasad Raj,east,Yes,3BHK,Apartment
443,2178,127.0,5845,Arul Colony        ,2,Stynupai,east,Yes,3BHK,Apartment
444,2000,144.0,7200,Savarkar Nagar        ,2,Kumar,east,Yes,3BHK,Apartment
445,1620,23.4,1444,Ghatkesar        ,3,Srikanth,east,UnKnown,Plot,Plot
446,800,48.0,6000,Nizampet        ,14,genuine properties properties,east,Yes,2BHK,Apartment
447,1456,155.0,10646,Hafeezpet        ,31,Sivashanakar,west,Yes,3BHK,Apartment
448,1647,29.28,1778,Mirkhanpet        ,3,Srikanth,east,UnKnown,Plot,Plot
449,1800,26.0,1444,Ghatkesar        ,3,Srikanth,east,UnKnown,Plot,Plot
450,1800,50.0,2778,Kandi        ,3,venkat,east,UnKnown,Plot,Plot
451,825,38.0,4606,Serilingampally        ,27,Jyoti,east,Yes,2BHK,Apartment
452,1105,20.23,1831,Ramayampet        ,19,Soundariinv,east,UnKnown,Plot,Plot
453,932,71.29,7650,Sivaganga Colony        ,17,Gopal Joshi,east,Yes,2BHK,Apartment
454,1742,194.0,11138,Financial District        ,4,Bindu Shah,north,No,3BHK,Apartment
455,1620,23.4,1444,Ghatkesar        ,3,Srikanth,east,UnKnown,Plot,Plot
456,1980,70.4,3556,Kongara Kalan        ,3,srinivasulu,east,UnKnown,Plot,Plot
457,1485,26.4,1778,Mirkhanpet        ,3,Srikanth,north east,UnKnown,Plot,Plot
458,2200,228.0,10400,Kukatpally        ,7,Ramana,east,Yes,4BHK,Apartment
459,1750,135.0,7714,Chanda Nagar        ,2,Sendilkumar,east,Yes,3BHK,Apartment
460,1300,70.2,5400,Yella Reddy Guda-Yousufguda        ,2,Shalini Reddy,east,Yes,2BHK,Apartment
461,1250,78.75,6300,Lingampally        ,2,Mary,north east,No,2BHK,Apartment
462,1250,114.0,9129,Borabanda        ,2,Enello,north east,Yes,2BHK,Apartment
463,1222,94.09,7700,Neknampur        ,2,Kumari Namita,east,No,2BHK,Apartment
464,1200,102.0,8580,Hakimpet        ,2,Surendra Sharma,north east,Yes,2BHK,Apartment
465,1200,79.2,6600,Mumbai Highway        ,2,Mymzeeshan,north,Yes,2BHK,Apartment
466,1740,133.0,7700,Ibrahim Bagh        ,2,Amittawani,north east,Yes,3BHK,Apartment
467,1400,110.0,7920,Chintalakunta        ,2,Veeresh,north,No,2BHK,Apartment
468,1740,133.0,7700,Neknampur        ,2,Fareeda Nagaria,east,Yes,3BHK,Apartment
469,1750,135.0,7714,Venkat Reddy Colony        ,2,Nina,east,Yes,3BHK,Apartment
470,2500,233.0,9349,Shanthi Nagar        ,2,Harika,east,Yes,3BHK,Apartment
471,1740,109.0,6300,Ibrahim Bagh        ,2,Xobninbox,north,Yes,3BHK,Apartment
472,1200,64.8,5400,Kukatpally        ,2,Ritu Bihani,north east,No,2BHK,Apartment
473,1190,64.26,5400,Tellapur        ,2,Krishna Murthy,east,Yes,2BHK,Apartment
474,1165,56.61,4860,Ameenpur        ,2,Deepak Keloth,east,Yes,2BHK,Apartment
475,1150,58.99,5130,Lingampally        ,2,Dhanusoftin,west,Yes,2BHK,Apartment
476,1290,99.33,7700,Musheerabad        ,2,Toral Singh,east,Yes,2BHK,Apartment
477,1250,94.5,7560,Fatehnagar        ,2,Santosh Y K,east,No,2BHK,Apartment
478,1139,70.0,6146,Bowrampet        ,2,Kiran,north east,No,2BHK,Apartment
479,1250,115.0,9240,Jawahar Nagar        ,2,Heshvika,north east,Yes,2BHK,Apartment
480,1850,191.0,10371,KPHB        ,7,Ramana,north east,Yes,3BHK,Apartment
481,1350,14.17,1050,Nandigama        ,27,Dharmavati,north,UnKnown,Plot,Plot
482,1300,85.8,6600,HMT Hills        ,2,Renjith,east,Yes,2BHK,Apartment
483,1083,81.0,7479,Attapur        ,17,Karan Sharma,east,No,3BHK,Apartment
484,1480,72.0,4865,Sahara Estate        ,24,Gaja,west,Yes,3BHK,Apartment
485,1200,102.0,8580,Hakimpet        ,2,Surendra Sharma,west,Yes,2BHK,Apartment
486,1222,94.09,7700,Neknampur        ,2,Kumari Namita,north east,Yes,2BHK,Apartment
487,1200,79.2,6600,Mumbai Highway        ,2,Mymzeeshan,east,Yes,2BHK,Apartment
488,1740,133.0,7700,Neknampur        ,2,Fareeda Nagaria,east,Yes,3BHK,Apartment
489,1190,64.26,5400,Tellapur        ,2,Krishna Murthy,east,Yes,2BHK,Apartment
490,1150,58.99,5130,Lingampally        ,2,Dhanusoftin,east,No,2BHK,Apartment
491,1165,56.61,4860,Ameenpur        ,2,Deepak Keloth,east,Yes,2BHK,Apartment
492,1200,64.8,5400,Kukatpally        ,2,Ritu Bihani,north east,No,2BHK,Apartment
493,1290,99.33,7700,Musheerabad        ,2,Toral Singh,east,Yes,2BHK,Apartment
494,1250,94.5,7560,Fatehnagar        ,2,Santosh Y K,east,Yes,2BHK,Apartment
495,1139,70.0,6146,Bowrampet        ,2,Kiran,east,No,2BHK,Apartment
496,1400,75.6,5400,Bairagiguda        ,2,Pallavi,east,Yes,2BHK,Apartment
497,1833,120.0,6600,Fatehnagar        ,2,Mr. Mahantesh T,east,No,3BHK,Apartment
498,2500,233.0,9349,Borabanda        ,2,Rajashekhar,north east,Yes,3BHK,Apartment
499,1765,100.0,5720,Salar Nagar        ,2,Sreekumar.Ambily,east,Yes,3BHK,Apartment
500,1765,100.0,5720,Moosarambagh        ,2,Srinath,north,Yes,3BHK,Apartment
501,1300,70.2,5400,Vengal Rao Nagar        ,2,Ganesh Pai,east,No,2BHK,Apartment
502,1700,145.0,8580,Samata Colony        ,2,Girish Joshi,west,Yes,3BHK,Apartment
503,1740,133.0,7700,Bairagiguda        ,2,Pavithrac,east,No,3BHK,Apartment
504,1377,78.07,5670,Chanda Nagar        ,2,Vijayakumar,east,Yes,2BHK,Apartment
505,1310,94.32,7200,Hakimpet        ,2,Gagandeep,north east,No,2BHK,Apartment
506,1290,99.33,7700,Bhoiguda        ,2,Anand Kumar,east,No,2BHK,Apartment
507,2500,233.0,9349,Mumbai Highway        ,2,Adrika Borah,north east,Yes,3BHK,Apartment
508,1186,62.3,5254,Bhavani Nagar        ,2,Vengadesan,east,Yes,2BHK,Apartment
509,1200,91.8,7650,Bolarum        ,2,Rekha,north east,Yes,2BHK,Apartment
510,1800,50.0,2778,Kandi        ,3,venkat,east,UnKnown,Plot,Plot
511,1350,143.0,10624,Hafeezpet        ,2,Jitendrudu Lacaraju,north,No,2BHK,Apartment
512,1341,136.0,10172,Rajeev Nagar        ,11,Meena Gupta,east,No,3BHK,Apartment
513,1276,172.0,13523,Serilingampally        ,19,Jafar Hussen,north east,Yes,3BHK,Apartment
514,1105,18.39,1665,Ramayampet        ,19,Royaljadhav,east,UnKnown,Plot,Plot
515,1280,133.0,10404,Hakimpet        ,2,Hamsha L,east,Yes,2BHK,Apartment
516,1750,165.0,9429,Lingampally        ,2,Vijaykumar,east,Yes,3BHK,Apartment
517,1750,165.0,9429,Samata Colony        ,2,Safeer K P,east,Yes,3BHK,Apartment
518,1765,82.6,4680,Talab Katta        ,2,Shukla.Awadh,east,Yes,3BHK,Apartment
519,1833,120.0,6600,Jawahar Nagar        ,2,Aravinda,east,Yes,3BHK,Apartment
520,1145,62.97,5500,Nizampet        ,2,Aashish Sagar,east,No,2BHK,Apartment
521,1765,165.0,9350,Balamrai        ,2,Meghanath,east,Yes,3BHK,Apartment
522,1833,98.98,5400,Sri Nagar Colony        ,2,Tinadsilva,south,No,3BHK,Apartment
523,1750,135.0,7714,Hakimpet        ,2,Jagu,east,Yes,3BHK,Apartment
524,1434,85.82,5985,Bhavani Nagar        ,2,Pushkar Kumar,west,No,2BHK,Apartment
525,1400,90.72,6480,Chintalakunta        ,2,Hr Shashi Kanth Raj Urs,east,Yes,2BHK,Apartment
526,1310,115.0,8800,Samata Colony        ,2,Bhanu Prakash,east,No,2BHK,Apartment
527,1250,78.75,6300,Serilingampally        ,2,Prakash Singh,east,Yes,2BHK,Apartment
528,1495,154.0,10338,Hakimpet        ,2,Mayank Sinha,east,Yes,2BHK,Apartment
529,1765,100.0,5720,Malakpet        ,2,Vanitha N,east,Yes,3BHK,Apartment
530,1700,93.5,5500,Subhan Colony        ,2,Leo Jose,east,Yes,3BHK,Apartment
531,1442,82.48,5720,Santosh Nagar        ,2,Sumana.Mini,west,No,2BHK,Apartment
532,1740,109.0,6300,Neknampur        ,2,Sohel,east,No,3BHK,Apartment
533,1377,78.07,5670,Ameenpur        ,2,Anup K Suresh,north east,Yes,2BHK,Apartment
534,1270,69.85,5500,Patancheru        ,2,Ranjani,north east,Yes,2BHK,Apartment
535,1237,90.48,7315,Vanasthalipuram        ,2,Anncy,north east,Yes,2BHK,Apartment
536,1833,98.98,5400,KanchanBagh 1        ,2,Prasanthi,south,Yes,3BHK,Apartment
537,1200,125.0,10435,Hakimpet        ,2,Nabi Abdul,east,Yes,2BHK,Apartment
538,1250,114.0,9129,Mumbai Highway        ,2,Alamgolu,east,Yes,2BHK,Apartment
539,1190,64.26,5400,Lingampally        ,2,Naveen Bodicherla,west,No,2BHK,Apartment
540,1800,64.0,3556,Srisailam Highway        ,3,venkat,east,UnKnown,Plot,Plot
541,1128,71.1,6303,Raghavendra Nagar-Medbowli        ,2,Uma R Maheswari,north east,Yes,2BHK,Apartment
542,1619,212.0,13127,Kondapur        ,21,Ilapataye,east,Yes,3BHK,Apartment
543,1350,15.0,1111,Yadagirigutta        ,31,Alka Reddy,north east,UnKnown,Plot,Plot
544,2800,181.0,6480,Sriramana Colony        ,2,Anni,north east,Yes,3BHK,Apartment
545,1800,56.0,3111,Mumbai Highway        ,12,Harinath,east,UnKnown,Plot,Plot
546,1804,220.00000000000003,12195,Narsingi        ,12,Ravi Popuri(PRKS),east,No,3BHK,Apartment
547,2000,144.0,7200,SS Nagar        ,2,Abhay Minachi,east,Yes,3BHK,Apartment
548,1999,138.0,6930,Narne Estates        ,2,Dipak Kumar,east,No,3BHK,Apartment
549,2223,110.0,4950,Dundigal        ,2,Rajappa,north east,Yes,3BHK,Apartment
550,1970,106.0,5400,Sai Valmiki Nagar        ,2,Gautam Singh,east,No,3BHK,Apartment
551,2223,90.03,4050,Dundigal        ,2,Mohammed Saifulla,east,No,3BHK,Apartment
552,1999,138.0,6930,Mythri Nagar-Madeenaguda        ,2,Kavi,east,Yes,3BHK,Apartment
553,1999,138.0,6930,HUDA Colony        ,2,Minal Sharma,east,Yes,3BHK,Apartment
554,2000,144.0,7200,Vijayapuri Colony-Tarnaka        ,2,Vistra,south,Yes,3BHK,Apartment
555,2300,258.0,11252,Journalist Colony        ,2,Sundara Vardan,east,No,3BHK,Apartment
556,2700,495.0,18333,DLR Enclave        ,2,Savithri,east,Yes,4BHK,Villa
557,2000,176.0,8800,BJR Nagar        ,2,Meghana,east,Yes,3BHK,Apartment
558,2300,258.0,11252,MLA Colony        ,2,M.Lavanya,east,Yes,3BHK,Apartment
559,1999,138.0,6930,Indra Reddy Allwyn Colony        ,2,Aasritha Arpitha,east,Yes,3BHK,Apartment
560,2000,186.0,9349,KPHB Phase 15        ,2,Jasp,east,No,3BHK,Apartment
561,2000,186.0,9349,Shakti Nagar        ,2,Santosh Rao,east,Yes,3BHK,Apartment
562,2000,176.0,8800,Durga Nagar-Nacharam        ,2,Pallavi R,east,No,3BHK,Apartment
563,2200,160.0,7285,Bandlaguda - Nagole        ,2,Shona,east,Yes,3BHK,Apartment
